spell,event,ui,logwage,age
2,0,0,6.16121,30
2,0,0,6.34212,35
4,1,1,5.64897,29
16,0,1,6.1203,45
3,1,1,6.07764,24
14,0,1,6.43775,36
6,0,1,6.25575,43
1,0,0,4.77068,23
13,0,1,6.16121,34
2,0,0,5.24175,26
9,1,1,6.25575,20
5,1,1,5.11199,33
10,0,0,6.34212,31
14,0,1,6.00881,36
1,0,1,6.07764,34
6,0,0,6.34212,32
1,1,0,5.93754,35
2,0,0,5.46806,28
12,0,1,5.46806,24
2,0,1,5.79606,45
3,0,0,4.95583,32
5,0,0,4.92725,35
1,1,0,5.64897,26
3,0,0,4.7362,37
2,0,1,6.16121,25
2,0,0,5.24175,22
2,1,0,6.16121,27
7,0,1,5.87212,26
2,1,1,5.50533,22
1,0,0,5.66643,33
1,0,0,5.19296,20
1,0,0,5.53339,33
17,1,1,5.64897,27
1,0,0,4.89035,26
10,0,1,5.80513,51
1,1,0,6.25575,32
3,1,1,5.11199,43
3,0,1,6.34212,42
1,1,0,5.4848,28
7,1,1,5.89715,43
1,0,0,5.24175,22
3,1,1,5.88053,27
3,0,0,5.24175,23
3,0,1,6.16121,29
1,1,0,5.93754,58
5,0,1,4.95583,23
2,0,0,5.24175,21
4,0,1,5.93754,27
11,0,1,4.55388,51
3,0,1,5.98645,28
6,0,1,5.24175,36
22,0,1,5.80513,39
2,0,0,4.55388,39
1,0,0,5.44674,27
7,0,1,5.93754,25
2,0,0,5.42495,27
2,0,1,5.80513,47
3,0,0,5.75574,35
3,0,1,5.94803,33
2,1,0,5.50533,38
4,1,0,6.73697,31
2,0,0,5.93754,44
3,0,1,5.98645,37
9,0,0,5.64897,20
3,0,1,5.71373,43
1,0,1,5.42495,29
5,0,0,6.34212,34
1,1,0,5.93754,49
9,0,1,6.29157,27
3,0,0,5.24175,45
3,0,0,4.89035,23
13,0,1,5.24175,28
2,0,1,6.27099,46
14,1,1,5.7301,35
6,0,0,5.24175,24
4,1,1,5.24175,29
1,0,0,5.93754,37
3,0,0,4.95583,29
4,1,1,5.24175,21
2,0,0,5.46806,48
11,0,1,5.02388,27
7,0,1,5.42495,54
18,0,1,5.24175,48
21,0,1,5.80513,36
6,0,1,6.25575,37
3,0,1,5.93489,43
13,0,1,6.49678,51
6,0,0,5.93754,43
7,0,1,6.45677,32
2,1,0,5.24175,23
7,0,1,6.05444,40
1,0,0,5.44674,45
2,0,0,5.76832,47
2,0,0,4.77068,40
10,0,1,6.34212,44
11,1,1,5.42495,53
1,0,0,5.85793,20
4,0,1,5.69036,33
2,0,1,5.64897,56
2,1,0,5.50533,37
6,1,1,6.42325,37
3,0,1,6.16121,33
3,0,1,6.16121,47
5,0,1,4.95583,39
7,0,0,6.16121,44
1,1,0,5.22575,35
2,0,0,5.56068,28
5,0,1,5.24175,24
15,0,1,5.94803,48
10,1,1,5.79301,27
5,0,1,5.57215,40
11,0,1,5.69373,41
4,0,1,5.92959,27
5,0,1,5.80513,30
1,1,0,5.24175,29
8,1,1,7.49554,36
